OrderNumber,Order Quantity,Discount Applied,Unit Price,Unit Cost
SO - 0005181,7,0.4,"4,020.00","2,613.00"
SO - 0005182,3,0.1,"1,212.70",557.84
SO - 0005183,3,0.1,"3,484.00","2,891.72"
SO - 0005184,3,0.3,"3,845.80","2,499.77"
SO - 0005185,2,0.2,"2,398.60","1,703.01"
SO - 0005186,5,0.075,"6,123.80","3,919.23"
SO - 0005187,3,0.1,"1,788.90","1,216.45"
SO - 0005188,3,0.05,"3,926.20","2,002.36"
SO - 0005189,7,0.1,180.90,124.82
SO - 0005190,3,0.05,"3,169.10","2,313.44"
SO - 0005191,1,0.15,"1,172.50",539.35
SO - 0005192,5,0.05,"3,959.70","2,573.81"
SO - 0005193,7,0.05,194.30,108.81
SO - 0005194,8,0.05,"2,318.20","1,877.74"
SO - 0005195,3,0.1,"1,916.20","1,494.64"
SO - 0005196,5,0.05,"2,512.50","1,055.25"
SO - 0005197,6,0.15,174.20,102.78
SO - 0005198,1,0.1,"5,668.20","3,344.24"
SO - 0005199,3,0.3,"1,876.00","1,106.84"
SO - 0005200,6,0.1,"1,969.80",886.41
SO - 0005201,5,0.075,"1,045.20",836.16
SO - 0005202,5,0.2,"5,681.60","2,727.17"
SO - 0005203,5,0.15,"1,105.50",442.20
SO - 0005204,7,0.15,"5,427.00","2,170.80"
SO - 0005205,7,0.05,"2,378.50","1,403.32"
SO - 0005206,5,0.075,"5,038.40","2,418.43"
SO - 0005207,1,0.05,857.60,497.41
SO - 0005208,8,0.2,"1,728.60","1,417.45"
SO - 0005209,5,0.075,221.10,163.61
SO - 0005210,4,0.05,"1,118.90",637.77
SO - 0005211,6,0.1,207.70,137.08
SO - 0005212,3,0.05,"1,051.90",641.66
SO - 0005213,5,0.075,214.40,107.20
SO - 0005214,5,0.1,"6,485.60","4,734.49"
SO - 0005215,4,0.1,"2,706.80","1,569.94"
SO - 0005216,8,0.075,951.40,589.87
SO - 0005217,6,0.075,"1,983.20","1,487.40"
SO - 0005218,2,0.1,"3,872.60","2,517.19"
SO - 0005219,5,0.075,"3,999.90","3,119.92"
SO - 0005220,5,0.3,"2,244.50","1,773.16"
SO - 0005221,3,0.075,"1,748.70",699.48
SO - 0005222,6,0.05,"3,845.80","1,615.24"
SO - 0005223,4,0.075,"2,398.60","1,990.84"
SO - 0005224,8,0.075,"5,554.30","4,276.81"
SO - 0005225,4,0.15,"3,926.20","2,630.55"
SO - 0005226,4,0.05,"6,231.00","3,177.81"
SO - 0005227,2,0.05,"6,056.80","4,118.62"
SO - 0005228,4,0.075,"2,552.70","1,327.40"
SO - 0005229,7,0.05,"1,038.50",882.73
SO - 0005230,3,0.075,"6,244.40","5,182.85"
SO - 0005231,8,0.05,"3,852.50","1,926.25"
SO - 0005232,5,0.1,"3,906.10","2,812.39"
SO - 0005233,1,0.2,227.80,111.62
SO - 0005234,6,0.1,"3,457.20","1,486.60"
SO - 0005235,8,0.05,"2,412.00","1,712.52"
SO - 0005236,5,0.2,"4,006.60","3,285.41"
SO - 0005237,4,0.075,261.30,107.13
SO - 0005238,5,0.05,938.00,534.66
SO - 0005239,3,0.05,"3,028.40","2,150.16"
SO - 0005240,8,0.1,"2,546.00","1,476.68"
SO - 0005241,1,0.2,214.40,124.35
SO - 0005242,6,0.1,214.40,96.48
SO - 0005243,5,0.05,"3,845.80","1,922.90"
SO - 0005244,3,0.05,"1,038.50",737.34
SO - 0005245,8,0.2,234.50,93.80
SO - 0005246,5,0.05,904.50,443.21
SO - 0005247,3,0.075,"1,728.60","1,019.87"
SO - 0005248,4,0.05,743.70,312.35
SO - 0005249,8,0.2,"1,192.60",632.08
SO - 0005250,3,0.075,"2,211.00","1,392.93"
SO - 0005251,7,0.1,837.50,502.50
SO - 0005252,7,0.05,"2,505.80","1,603.71"
SO - 0005253,1,0.1,194.30,114.64
SO - 0005254,3,0.075,"1,969.80","1,181.88"
SO - 0005255,2,0.075,"1,929.60","1,485.79"
SO - 0005256,2,0.1,207.70,95.54
SO - 0005257,7,0.075,"3,906.10","3,046.76"
SO - 0005258,3,0.4,"3,879.30","3,025.85"
SO - 0005259,8,0.05,"2,438.80","1,999.82"
SO - 0005260,7,0.05,"2,278.00","1,070.66"
SO - 0005261,5,0.075,"6,237.70","4,803.03"
SO - 0005262,4,0.05,"5,098.70","4,180.93"
SO - 0005263,1,0.075,"1,943.00","1,515.54"
SO - 0005264,6,0.05,824.10,354.36
SO - 0005265,3,0.3,"1,072.00",600.32
SO - 0005266,6,0.15,"2,539.30","1,904.48"
SO - 0005267,3,0.075,"2,345.00","1,195.95"
SO - 0005268,7,0.4,"1,025.10",563.81
SO - 0005269,8,0.05,991.60,545.38
SO - 0005270,4,0.075,"2,345.00","1,735.30"
SO - 0005271,8,0.05,"1,701.80","1,276.35"
SO - 0005272,5,0.2,174.20,123.68
SO - 0005273,7,0.15,"1,058.60",868.05
SO - 0005274,4,0.05,"3,966.40","2,379.84"
SO - 0005275,6,0.1,201.00,120.60
SO - 0005276,8,0.1,"2,358.40","1,462.21"
SO - 0005277,6,0.15,"6,257.80","3,066.32"
SO - 0005278,7,0.15,931.30,689.16
SO - 0005279,1,0.05,"1,172.50",750.40
SO - 0005280,4,0.1,"1,922.90","1,288.34"
SO - 0005281,2,0.15,"2,747.00","1,098.80"
SO - 0005282,6,0.075,"5,272.90","2,267.35"
SO - 0005283,7,0.1,"2,646.50","1,640.83"
SO - 0005284,2,0.1,"3,906.10","1,874.93"
SO - 0005285,2,0.075,"1,038.50",498.48
SO - 0005286,5,0.075,"1,159.10",486.82
SO - 0005287,6,0.4,"2,244.50","1,167.14"
SO - 0005288,7,0.05,"1,708.50","1,418.06"
SO - 0005289,1,0.15,"1,038.50",830.80
SO - 0005290,4,0.2,"3,832.40","2,069.50"
SO - 0005291,2,0.05,"1,815.70","1,379.93"
SO - 0005292,8,0.075,"1,092.10",753.55
SO - 0005293,5,0.1,"1,125.60",540.29
SO - 0005294,7,0.05,214.40,139.36
SO - 0005295,6,0.15,"3,477.30","2,677.52"
SO - 0005296,3,0.05,"1,005.00",713.55
SO - 0005297,8,0.075,"2,606.30","1,172.84"
SO - 0005298,2,0.075,"2,586.20","2,068.96"
SO - 0005299,2,0.2,"5,909.40","4,432.05"
SO - 0005300,6,0.05,"3,879.30","1,862.06"
SO - 0005301,1,0.1,254.60,175.67
SO - 0005302,5,0.075,"1,755.40","1,018.13"
SO - 0005303,4,0.075,958.10,479.05
SO - 0005304,3,0.1,911.20,419.15
SO - 0005305,3,0.1,971.50,446.89
SO - 0005306,2,0.15,254.60,216.41
SO - 0005307,5,0.075,201.00,100.50
SO - 0005308,2,0.05,167.50,130.65
SO - 0005309,6,0.075,"3,845.80","1,653.69"
SO - 0005310,3,0.4,"1,165.80",722.80
SO - 0005311,1,0.1,"1,031.80",526.22
SO - 0005312,2,0.15,971.50,650.91
SO - 0005313,8,0.15,"1,045.20",773.45
SO - 0005314,7,0.05,"2,680.00","2,170.80"
SO - 0005315,3,0.05,261.30,222.11
SO - 0005316,4,0.05,"6,150.60","4,428.43"
SO - 0005317,3,0.15,207.70,137.08
SO - 0005318,5,0.05,"1,085.40",445.01
SO - 0005319,7,0.075,"5,969.70","4,656.37"
SO - 0005320,4,0.05,"3,584.50","2,509.15"
SO - 0005321,7,0.075,"2,318.20","1,414.10"
SO - 0005322,5,0.2,"2,371.80","1,304.49"
SO - 0005323,6,0.05,"1,922.90",999.91
SO - 0005324,6,0.3,971.50,641.19
SO - 0005325,6,0.3,"1,112.20",633.95
SO - 0005326,7,0.15,917.90,771.04
SO - 0005327,8,0.3,864.30,596.37
SO - 0005328,2,0.05,"1,072.00",868.32
SO - 0005329,1,0.1,"1,862.60",949.93
SO - 0005330,1,0.075,"3,852.50","1,695.10"
SO - 0005331,3,0.05,"1,078.70",560.92
SO - 0005332,1,0.4,"3,323.20","1,860.99"
SO - 0005333,7,0.2,"2,405.30","1,154.54"
SO - 0005334,1,0.3,"5,621.30","3,541.42"
SO - 0005335,6,0.075,"1,065.30",692.45
SO - 0005336,8,0.075,"5,266.20","2,580.44"
SO - 0005337,7,0.05,"3,899.40","3,002.54"
SO - 0005338,8,0.075,"3,825.70","2,257.16"
SO - 0005339,1,0.05,"5,460.50","3,767.75"
SO - 0005340,2,0.2,"1,165.80",781.09
SO - 0005341,7,0.1,"3,879.30","3,142.23"
SO - 0005342,4,0.05,"1,098.80",747.18
SO - 0005343,2,0.4,"2,619.70","1,152.67"
SO - 0005344,5,0.1,"3,919.50","2,273.31"
SO - 0005345,4,0.075,268.00,136.68
SO - 0005346,7,0.2,"1,085.40",759.78
SO - 0005347,7,0.15,"3,852.50","3,236.10"
SO - 0005348,7,0.15,"1,192.60",477.04
SO - 0005349,5,0.05,167.50,134.00
SO - 0005350,6,0.1,703.50,457.28
SO - 0005351,8,0.075,227.80,95.68
SO - 0005352,5,0.05,"1,072.00",761.12
SO - 0005353,4,0.075,"2,505.80","1,453.36"
SO - 0005354,5,0.4,891.10,588.13
SO - 0005355,1,0.05,"3,953.00","2,213.68"
SO - 0005356,1,0.1,"2,599.60","2,105.68"
SO - 0005357,1,0.1,"1,085.40",759.78
SO - 0005358,5,0.4,"1,902.80","1,046.54"
SO - 0005359,1,0.05,"1,762.10","1,427.30"
SO - 0005360,7,0.05,"1,065.30",490.04
SO - 0005361,3,0.075,670.00,435.50
SO - 0005362,1,0.2,871.00,365.82
SO - 0005363,3,0.075,"2,412.00","1,784.88"
SO - 0005364,8,0.075,"2,726.90","2,045.18"
SO - 0005365,8,0.05,"1,051.90",557.51
SO - 0005366,3,0.3,"6,559.30","3,279.65"
SO - 0005367,8,0.075,"2,525.90","1,338.73"
SO - 0005368,6,0.05,"2,559.40","1,330.89"
SO - 0005369,8,0.05,"3,175.80","2,318.33"
SO - 0005370,3,0.05,"1,085.40",629.53
SO - 0005371,6,0.1,"3,155.70","2,208.99"
SO - 0005372,8,0.05,"1,882.70","1,355.54"
SO - 0005373,1,0.1,"1,058.60",889.22
SO - 0005374,5,0.05,"1,112.20",578.34
SO - 0005375,7,0.1,"4,006.60","2,724.49"
SO - 0005376,8,0.1,"3,845.80","2,269.02"
SO - 0005377,2,0.1,247.90,131.39
SO - 0005378,3,0.1,"6,056.80","5,148.28"
SO - 0005379,8,0.2,"1,340.00",830.80
SO - 0005380,3,0.15,"1,118.90",951.07
SO - 0005381,6,0.075,227.80,127.57
SO - 0005382,2,0.075,"5,956.30","4,467.23"
SO - 0005383,1,0.05,877.70,526.62
SO - 0005384,6,0.05,"1,072.00",621.76
SO - 0005385,2,0.2,"1,098.80",681.26
SO - 0005386,1,0.05,"3,879.30","2,754.30"
SO - 0005387,8,0.05,"3,082.00","1,356.08"
SO - 0005388,3,0.05,167.50,105.53
SO - 0005389,5,0.1,"5,065.20","2,785.86"
SO - 0005390,3,0.05,676.70,514.29
SO - 0005391,1,0.05,"1,829.10",786.51
SO - 0005392,6,0.15,"1,085.40",835.76
SO - 0005393,8,0.1,951.40,732.58
SO - 0005394,1,0.2,"1,232.80",715.02
SO - 0005395,8,0.075,"1,011.70",536.20
SO - 0005396,4,0.05,"1,005.00",542.70
SO - 0005397,5,0.075,"1,989.90",994.95
SO - 0005398,6,0.2,938.00,675.36
SO - 0005399,3,0.2,"2,680.00","2,278.00"
SO - 0005400,2,0.2,"2,914.50","2,156.73"
SO - 0005401,8,0.05,904.50,633.15
SO - 0005402,2,0.05,"2,592.90","1,685.39"
SO - 0005403,1,0.05,180.90,101.30
SO - 0005404,3,0.4,"4,006.60","1,682.77"
SO - 0005405,4,0.15,"1,949.70","1,267.31"
SO - 0005406,8,0.05,"2,278.00","1,526.26"
SO - 0005407,8,0.3,"3,939.60","2,206.18"
SO - 0005408,6,0.1,"3,953.00","1,739.32"
SO - 0005409,5,0.3,"1,018.40",723.06
SO - 0005410,1,0.075,"5,045.10","3,279.32"
SO - 0005411,5,0.05,"6,003.20","3,902.08"
SO - 0005412,8,0.075,757.10,499.69
SO - 0005413,7,0.05,"3,115.50","1,682.37"
SO - 0005414,4,0.1,"1,835.80","1,413.57"
SO - 0005415,5,0.05,"1,333.30",879.98
SO - 0005416,3,0.075,"1,038.50",519.25
SO - 0005417,5,0.15,"3,953.00","2,411.33"
SO - 0005418,8,0.075,"2,452.20","1,324.19"
SO - 0005419,8,0.05,"1,788.90","1,127.01"
SO - 0005420,2,0.075,917.90,495.67
SO - 0005421,8,0.075,"3,999.90","2,799.93"
SO - 0005422,5,0.075,991.60,634.62
SO - 0005423,4,0.15,268.00,195.64
SO - 0005424,4,0.15,917.90,504.85
SO - 0005425,4,0.1,"5,125.50","3,895.38"
SO - 0005426,5,0.075,"2,499.10","1,949.30"
SO - 0005427,6,0.2,"1,005.00",804.00
SO - 0005428,6,0.4,234.50,189.95
SO - 0005429,5,0.05,"5,601.20","2,912.62"
SO - 0005430,3,0.05,"3,289.70","1,480.37"
SO - 0005431,1,0.075,"5,514.10","2,536.49"
SO - 0005432,1,0.3,"5,380.10","2,205.84"
SO - 0005433,3,0.2,"3,611.30","2,058.44"
SO - 0005434,3,0.05,"6,344.90","4,124.19"
SO - 0005435,1,0.075,"3,370.10","2,527.58"
SO - 0005436,5,0.2,261.30,169.85
SO - 0005437,6,0.05,"3,906.10","3,242.06"
SO - 0005438,7,0.05,944.70,699.08
SO - 0005439,7,0.075,180.90,139.29
SO - 0005440,6,0.1,917.90,706.78
SO - 0005441,1,0.2,958.10,469.47
SO - 0005442,8,0.05,"2,405.30","2,044.51"
SO - 0005443,2,0.075,891.10,427.73
SO - 0005444,7,0.05,"4,013.30","2,809.31"
SO - 0005445,5,0.05,"2,599.60","1,039.84"
SO - 0005446,5,0.05,"1,132.30",905.84
SO - 0005447,3,0.1,"1,969.80","1,615.24"
SO - 0005448,8,0.075,"2,351.70","1,552.12"
SO - 0005449,1,0.1,"3,979.80","1,790.91"
SO - 0005450,1,0.05,"2,311.50","1,040.18"
SO - 0005451,6,0.075,"3,390.20","2,339.24"
SO - 0005452,8,0.15,"3,986.50","1,993.25"
SO - 0005453,2,0.2,227.80,186.80
SO - 0005454,4,0.4,"1,051.90",736.33
SO - 0005455,8,0.2,"4,013.30","2,327.71"
SO - 0005456,4,0.05,"3,939.60","1,733.42"
SO - 0005457,3,0.05,797.30,422.57
SO - 0005458,6,0.075,"3,504.10","2,943.44"
SO - 0005459,3,0.4,"3,859.20","2,585.66"
SO - 0005460,5,0.075,"1,286.40",771.84
SO - 0005461,6,0.05,"1,996.60","1,437.55"
SO - 0005462,5,0.1,"2,391.90","1,602.57"
SO - 0005463,2,0.05,"1,768.80",972.84
SO - 0005464,6,0.075,"6,036.70","3,923.86"
SO - 0005465,4,0.2,"1,159.10",822.96
SO - 0005466,4,0.075,167.50,72.03
SO - 0005467,2,0.075,696.80,564.41
SO - 0005468,5,0.05,"1,125.60",495.26
SO - 0005469,6,0.15,"1,842.50","1,087.08"
SO - 0005470,4,0.05,234.50,192.29
SO - 0005471,5,0.075,"6,438.70","4,185.16"
SO - 0005472,2,0.05,"5,319.80","4,521.83"
SO - 0005473,1,0.05,241.20,166.43
SO - 0005474,5,0.05,"4,020.00","3,417.00"
SO - 0005475,4,0.15,"2,365.10","1,419.06"
SO - 0005476,6,0.05,"1,072.00",493.12
SO - 0005477,1,0.075,"1,996.60","1,477.48"
SO - 0005478,8,0.075,"1,031.80",453.99
SO - 0005479,6,0.05,"3,859.20","1,620.86"
SO - 0005480,3,0.075,"2,686.70","2,122.49"
SO - 0005481,8,0.075,"2,378.50","1,236.82"
SO - 0005482,1,0.2,"6,023.30","4,517.48"
SO - 0005483,1,0.075,"5,829.00","3,730.56"
SO - 0005484,4,0.1,"3,926.20","1,845.31"
SO - 0005485,3,0.05,201.00,118.59
SO - 0005486,2,0.4,"2,606.30","1,485.59"
SO - 0005487,8,0.15,"1,085.40",716.36
SO - 0005488,3,0.075,"6,465.50","4,073.27"
SO - 0005489,6,0.05,"5,092.00","2,189.56"
SO - 0005490,8,0.05,"3,879.30","2,405.17"
SO - 0005491,4,0.1,"1,045.20",616.67
SO - 0005492,2,0.2,"1,078.70",852.17
SO - 0005493,8,0.1,"1,293.10",995.69
SO - 0005494,6,0.075,"1,306.50",718.58
SO - 0005495,1,0.075,"2,358.40",990.53
SO - 0005496,7,0.15,"1,963.10","1,393.80"
SO - 0005497,6,0.4,"2,291.40","1,283.18"
SO - 0005498,4,0.4,"3,229.40","2,389.76"
SO - 0005499,1,0.15,"2,546.00","1,934.96"
SO - 0005500,4,0.3,"1,165.80",792.74
SO - 0005501,4,0.2,194.30,101.04
SO - 0005502,2,0.15,911.20,455.60
SO - 0005503,4,0.075,"1,011.70",435.03
SO - 0005504,7,0.05,"3,966.40","1,586.56"
SO - 0005505,8,0.1,"1,802.30","1,315.68"
SO - 0005506,8,0.05,"1,701.80",816.86
SO - 0005507,2,0.05,"1,259.60",705.38
SO - 0005508,8,0.075,696.80,578.34
SO - 0005509,1,0.075,"2,244.50","1,705.82"
SO - 0005510,8,0.05,"1,876.00","1,275.68"
SO - 0005511,7,0.05,"2,331.60","1,445.59"
SO - 0005512,6,0.075,"1,849.20","1,128.01"
SO - 0005513,6,0.05,"3,303.10","2,312.17"
SO - 0005514,6,0.2,"3,832.40","3,104.24"
SO - 0005515,4,0.05,"3,872.60","1,897.57"
SO - 0005516,8,0.05,"3,999.90","3,399.92"
SO - 0005517,8,0.1,"1,058.60",635.16
SO - 0005518,2,0.3,"2,740.30","2,137.43"
SO - 0005519,5,0.15,"1,078.70",841.39
SO - 0005520,5,0.075,998.30,848.56
SO - 0005521,3,0.1,"1,125.60",934.25
SO - 0005522,2,0.075,"1,922.90",788.39
SO - 0005523,7,0.075,"1,889.40","1,095.85"
SO - 0005524,4,0.075,"3,993.20","1,637.21"
SO - 0005525,3,0.4,221.10,174.67
SO - 0005526,8,0.075,"1,051.90",631.14
SO - 0005527,6,0.05,"3,517.50","2,743.65"
SO - 0005528,7,0.05,730.30,584.24
SO - 0005529,5,0.1,241.20,113.36
SO - 0005530,8,0.15,"1,092.10",556.97
SO - 0005531,4,0.1,"1,132.30",702.03
SO - 0005532,1,0.1,"3,256.20","2,767.77"
SO - 0005533,7,0.1,"3,959.70","2,930.18"
SO - 0005534,2,0.2,"5,460.50","4,259.19"
SO - 0005535,4,0.15,"1,118.90",928.69
SO - 0005536,1,0.05,737.00,390.61
SO - 0005537,8,0.15,"3,953.00","2,095.09"
SO - 0005538,6,0.05,"1,051.90",525.95
SO - 0005539,7,0.05,830.80,689.56
SO - 0005540,3,0.15,"3,993.20","3,354.29"
SO - 0005541,6,0.075,"5,735.20","3,383.77"
SO - 0005542,5,0.075,"1,045.20",710.74
SO - 0005543,6,0.3,"1,038.50",778.88
SO - 0005544,7,0.05,"5,788.80","4,457.38"
SO - 0005545,5,0.05,"1,098.80",483.47
SO - 0005546,7,0.05,"1,916.20",900.61
SO - 0005547,6,0.05,"2,619.70","1,859.99"
SO - 0005548,2,0.15,"3,819.00","2,635.11"
SO - 0005549,3,0.075,167.50,85.43
SO - 0005550,6,0.075,"1,098.80",516.44
SO - 0005551,1,0.075,"2,499.10","1,774.36"
SO - 0005552,7,0.05,"3,189.20","2,647.04"
SO - 0005553,3,0.2,261.30,182.91
SO - 0005554,3,0.075,187.60,95.68
SO - 0005555,8,0.1,911.20,610.50
SO - 0005556,5,0.075,"2,680.00","2,144.00"
SO - 0005557,5,0.05,683.40,314.36
SO - 0005558,6,0.15,"1,721.90",774.86
SO - 0005559,2,0.05,"6,050.10","3,025.05"
SO - 0005560,2,0.05,"1,085.40",672.95
SO - 0005561,3,0.15,"3,618.00","2,930.58"
SO - 0005562,8,0.15,"3,953.00","1,976.50"
SO - 0005563,8,0.2,"3,671.60","1,468.64"
SO - 0005564,6,0.075,"1,943.00",913.21
SO - 0005565,7,0.05,"3,993.20","1,916.74"
SO - 0005566,8,0.15,174.20,142.84
SO - 0005567,7,0.3,"1,011.70",708.19
SO - 0005568,5,0.075,"1,058.60",539.89
SO - 0005569,7,0.05,"2,592.90","1,166.81"
SO - 0005570,5,0.1,"1,118.90",861.55
SO - 0005571,1,0.2,"1,112.20",556.10
SO - 0005572,1,0.05,"3,845.80","1,730.61"
SO - 0005573,5,0.05,"2,378.50","1,974.16"
SO - 0005574,3,0.05,"3,289.70","1,677.75"
SO - 0005575,6,0.4,"1,842.50","1,068.65"
SO - 0005576,2,0.1,"3,892.70","2,102.06"
SO - 0005577,2,0.15,"2,351.70","1,293.44"
SO - 0005578,3,0.15,"2,613.00","1,332.63"
SO - 0005579,3,0.075,"1,058.60",899.81
SO - 0005580,4,0.1,187.60,76.92
SO - 0005581,1,0.075,"1,855.90",816.60
SO - 0005582,8,0.05,"2,539.30","1,625.15"
SO - 0005583,4,0.15,810.70,567.49
SO - 0005584,4,0.05,187.60,138.82
SO - 0005585,2,0.075,"3,912.80","1,565.12"
SO - 0005586,1,0.05,268.00,209.04
SO - 0005587,5,0.05,"2,572.80","2,186.88"
SO - 0005588,4,0.05,"1,762.10",933.91
SO - 0005589,5,0.075,234.50,194.64
SO - 0005590,1,0.075,"4,013.30","2,528.38"
SO - 0005591,7,0.075,"1,065.30",788.32
SO - 0005592,4,0.075,"1,098.80",922.99
SO - 0005593,4,0.15,"1,045.20",585.31
SO - 0005594,1,0.05,"6,177.40","3,397.57"
SO - 0005595,2,0.075,"3,504.10","1,997.34"
SO - 0005596,3,0.15,"1,172.50",996.63
SO - 0005597,2,0.2,"5,353.30","4,122.04"
SO - 0005598,5,0.05,268.00,182.24
SO - 0005599,6,0.05,"5,567.70","4,175.78"
SO - 0005600,7,0.05,971.50,505.18
SO - 0005601,6,0.15,"1,695.10","1,406.93"
SO - 0005602,5,0.05,268.00,174.20
SO - 0005603,6,0.075,"2,974.80","1,546.90"
SO - 0005604,2,0.15,"3,859.20","2,045.38"
SO - 0005605,7,0.05,837.50,561.13
SO - 0005606,4,0.15,"1,098.80",769.16
SO - 0005607,7,0.1,904.50,750.74
SO - 0005608,2,0.05,"5,654.80","3,166.69"
SO - 0005609,8,0.1,"3,966.40","1,903.87"
SO - 0005610,6,0.1,"3,564.40","2,708.94"
SO - 0005611,1,0.15,931.30,447.02
SO - 0005612,5,0.05,"2,244.50",920.25
SO - 0005613,3,0.05,"2,458.90","1,327.81"
SO - 0005614,2,0.075,"2,338.30","1,028.85"
SO - 0005615,7,0.1,"3,939.60","2,087.99"
SO - 0005616,1,0.05,"1,996.60","1,557.35"
SO - 0005617,4,0.1,"6,157.30","4,617.98"
SO - 0005618,2,0.1,"2,345.00","1,360.10"
SO - 0005619,3,0.075,174.20,121.94
SO - 0005620,2,0.4,"1,286.40",630.34
SO - 0005621,4,0.3,"6,023.30","3,915.15"
SO - 0005622,5,0.1,"2,633.10","1,922.16"
SO - 0005623,6,0.15,201.00,166.83
SO - 0005624,3,0.05,"1,005.00",713.55
SO - 0005625,3,0.075,"1,005.00",532.65
SO - 0005626,1,0.3,187.60,93.80
SO - 0005627,7,0.05,"1,232.80",850.63
SO - 0005628,7,0.1,"3,892.70","2,257.77"
SO - 0005629,8,0.075,"3,872.60","3,175.53"
SO - 0005630,3,0.05,"2,237.80",984.63
SO - 0005631,2,0.05,"2,485.70","1,889.13"
SO - 0005632,2,0.075,"3,705.10","2,778.83"
SO - 0005633,1,0.2,"3,443.80","2,307.35"
SO - 0005634,2,0.2,"3,872.60","1,703.94"
SO - 0005635,2,0.05,"2,519.20","1,058.06"
SO - 0005636,5,0.05,931.30,540.15
SO - 0005637,2,0.075,"1,065.30",767.02
SO - 0005638,3,0.15,"2,613.00","1,045.20"
SO - 0005639,2,0.075,227.80,186.80
SO - 0005640,4,0.4,"1,125.60",630.34
SO - 0005641,2,0.075,"2,512.50","1,457.25"
SO - 0005642,1,0.4,"1,085.40",651.24
SO - 0005643,5,0.075,167.50,87.10
SO - 0005644,7,0.075,"1,185.90",794.55
SO - 0005645,7,0.075,"1,132.30",532.18
SO - 0005646,7,0.2,"1,085.40",445.01
SO - 0005647,5,0.075,"2,680.00","1,206.00"
SO - 0005648,3,0.05,"2,626.40","1,785.95"
SO - 0005649,3,0.05,"2,003.30","1,482.44"
SO - 0005650,4,0.15,"2,398.60","1,631.05"
SO - 0005651,7,0.2,"1,051.90",704.77
SO - 0005652,6,0.05,"3,859.20","2,431.30"
SO - 0005653,8,0.15,"1,768.80",884.40
SO - 0005654,2,0.4,743.70,632.15
SO - 0005655,1,0.2,"1,869.30","1,028.12"
SO - 0005656,2,0.1,"2,385.20","1,025.64"
SO - 0005657,4,0.075,"3,484.00","2,160.08"
SO - 0005658,7,0.05,"3,872.60","2,517.19"
SO - 0005659,5,0.4,"3,142.30","2,419.57"
SO - 0005660,3,0.1,"3,852.50","2,080.35"
SO - 0005661,8,0.075,917.90,715.96
SO - 0005662,6,0.2,234.50,147.74
SO - 0005663,5,0.2,"1,829.10",969.42
SO - 0005664,4,0.05,"5,125.50","2,408.99"
SO - 0005665,3,0.075,"1,963.10","1,531.22"
SO - 0005666,4,0.3,167.50,78.73
SO - 0005667,4,0.1,"3,966.40","2,776.48"
SO - 0005668,3,0.075,"1,031.80",577.81
SO - 0005669,7,0.05,227.80,145.79
SO - 0005670,8,0.1,"3,892.70","2,335.62"
SO - 0005671,2,0.1,"1,319.90","1,042.72"
SO - 0005672,5,0.1,"1,313.20",958.64
SO - 0005673,2,0.2,"3,001.60","2,251.20"
SO - 0005674,8,0.1,234.50,187.60
SO - 0005675,4,0.05,"1,125.60",596.57
SO - 0005676,8,0.2,"1,018.40",682.33
SO - 0005677,4,0.075,"5,587.80","4,637.87"
SO - 0005678,1,0.05,891.10,543.57
SO - 0005679,5,0.05,"1,118.90",783.23
SO - 0005680,4,0.3,"1,768.80","1,096.66"
SO - 0005681,3,0.05,984.90,699.28
SO - 0005682,5,0.1,"1,045.20",491.24
SO - 0005683,7,0.05,"3,939.60","3,151.68"
SO - 0005684,2,0.1,"2,934.60","1,291.22"
SO - 0005685,1,0.05,"6,271.20","3,261.02"
SO - 0005686,4,0.05,"3,819.00","2,253.21"
SO - 0005687,8,0.05,"2,398.60","1,439.16"
SO - 0005688,6,0.4,"3,926.20","2,473.51"
SO - 0005689,1,0.05,"1,058.60",783.36
SO - 0005690,2,0.1,804.00,683.40
SO - 0005691,1,0.15,"1,125.60",945.50
SO - 0005692,8,0.2,"3,504.10","2,417.83"
SO - 0005693,1,0.2,"3,082.00","2,311.50"
SO - 0005694,6,0.075,"1,695.10",678.04
SO - 0005695,8,0.05,"5,406.90","4,055.18"
SO - 0005696,1,0.4,"1,815.70","1,434.40"
SO - 0005697,7,0.2,"1,983.20","1,189.92"
SO - 0005698,1,0.05,207.70,114.24
SO - 0005699,8,0.075,"6,371.70","2,803.55"
SO - 0005700,5,0.05,"1,058.60",455.20
SO - 0005701,3,0.075,"5,085.30","2,796.92"
SO - 0005702,7,0.4,"3,912.80","1,839.02"
SO - 0005703,7,0.1,"1,078.70",571.71
SO - 0005704,8,0.2,"1,165.80",920.98
SO - 0005705,5,0.1,"1,963.10",863.76
SO - 0005706,3,0.2,844.20,616.27
SO - 0005707,4,0.15,"5,165.70","2,737.82"
SO - 0005708,2,0.15,"2,485.70","2,063.13"
SO - 0005709,3,0.1,"1,045.20",846.61
SO - 0005710,2,0.075,"2,358.40","1,532.96"
SO - 0005711,2,0.1,"1,252.90",751.74
SO - 0005712,3,0.05,"1,058.60",825.71
SO - 0005713,7,0.2,"2,391.90","1,387.30"
SO - 0005714,4,0.075,167.50,117.25
SO - 0005715,8,0.05,187.60,116.31
SO - 0005716,6,0.05,234.50,189.95
SO - 0005717,5,0.05,"1,829.10","1,518.15"
SO - 0005718,5,0.075,737.00,353.76
